Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P00462,2025-01-12 20:08:00,125m,30F,F27,CDG,BOD,2025-01-12 22:18:18.981055,2025-01-13 00:23:05.619845,9m,11m,24m,6m,24m,38m,42m,11m
P00463,2025-01-29 18:20:00,481m,26C,F17,CDG,JFK,2025-01-29 20:45:36.261007,2025-01-30 04:46:33.407004,7m,25m,20m,11m,30m,26m,23m,IN (4m)
P00464,2025-01-02 10:44:00,494m,1D,B22,BOD,DXB,2025-01-02 12:43:37.607098,2025-01-02 20:57:39.280994,5m,13m,20m,8m,14m,33m,21m,11m
P00465,2025-01-07 12:29:00,,34B,H12,ORY,AMS,2025-01-07 14:45:27.127612,2025-01-07 23:58:00.369722,5m,19m,25m,14m,IN (6m),,,
P00466,2025-01-25 03:50:00,351m,15C,D30,NCE,MAD,2025-01-25 06:08:12.338495,2025-01-25 11:59:03.532214,11m,20m,17m,10m,21m,25m,32m,10m
P00467,2025-01-17 09:22:00,495m,6D,D12,LYS,JFK,2025-01-17 11:49:05.835392,2025-01-17 20:04:32.280167,8m,22m,21m,9m,40m,19m,34m,11m
P00468,2025-01-01 11:55:00,317m,40F,F23,NCE,FRA,2025-01-01 14:12:44.200570,2025-01-01 19:29:52.711451,7m,9m,24m,9m,30m,22m,29m,6m
P00469,2025-01-24 14:01:00,125m,27F,A22,ORY,BOD,2025-01-24 15:33:18.111135,2025-01-24 17:38:01.574806,4m,15m,22m,2m,14m,17m,23m,6m
P00470,2025-01-06 00:15:00,62m,26F,D19,ORY,CDG,2025-01-06 01:43:30.029179,2025-01-06 02:45:49.275060,5m,10m,21m,5m,20m,16m,20m,13m
P00471,2025-01-23 06:34:00,92m,24A,G11,CDG,BOD,2025-01-23 08:59:40.259599,2025-01-23 10:32:00.553400,6m,15m,22m,8m,23m,35m,18m,11m
P00472,2025-01-18 11:07:00,,21E,A12,CDG,JFK,2025-01-18 13:40:48.923614,2025-01-18 22:58:03.094038,5m,20m,23m,IN (8m),,,,
P00473,2025-01-12 17:02:00,439m,3B,E4,NCE,MAD,2025-01-12 19:36:06.991762,2025-01-13 02:55:17.747484,10m,17m,31m,15m,43m,28m,IN (15m),
P00474,2025-01-27 13:12:00,,23D,C22,LYS,AMS,2025-01-27 15:18:05.204239,2025-01-28 00:07:37.083513,4m,21m,IN (8m),,,,,
P00475,2025-01-23 21:17:00,736m,34A,C27,LYS,JFK,2025-01-23 23:02:01.116573,2025-01-24 11:18:19.532875,7m,14m,21m,9m,24m,16m,59m,14m
P00476,2025-01-25 12:36:00,65m,34C,C16,CDG,BOD,2025-01-25 14:06:35.463771,2025-01-25 15:11:22.677286,4m,11m,11m,6m,12m,30m,12m,10m
P00477,2025-01-15 06:39:00,419m,10F,H6,BOD,MAD,2025-01-15 09:29:30.415561,2025-01-15 16:28:10.180446,9m,18m,27m,25m,24m,41m,35m,10m
P00478,2025-01-27 14:58:00,,1A,C3,CDG,FRA,2025-01-27 17:09:52.933356,2025-01-28 03:14:23.849328,3m,15m,21m,IN (7m),,,,
P00479,2025-01-14 07:03:00,561m,27C,F9,NCE,FCO,2025-01-14 09:28:00.112118,2025-01-14 18:49:10.478193,7m,17m,32m,11m,33m,29m,33m,13m
P00480,2025-01-26 01:36:00,89m,23C,H20,NCE,ORY,2025-01-26 03:41:51.394872,2025-01-26 05:10:47.212012,4m,16m,18m,6m,18m,37m,21m,7m
P00481,2025-01-21 07:23:00,507m,19A,A2,LYS,JFK,2025-01-21 10:17:41.894472,2025-01-21 18:44:12.976734,9m,25m,22m,16m,30m,48m,27m,16m
P00482,2025-01-13 10:10:00,392m,38F,C13,CDG,AMS,2025-01-13 13:01:43.111702,2025-01-13 19:33:29.658863,4m,34m,30m,11m,14m,32m,33m,IN (5m)
P00483,2025-01-15 15:10:00,611m,3A,B29,ORY,FRA,2025-01-15 17:26:12.893638,2025-01-16 03:37:40.274945,4m,15m,23m,13m,15m,26m,28m,4m
P00484,2025-01-11 16:12:00,450m,7A,G8,CDG,JFK,2025-01-11 18:13:21.019974,2025-01-12 01:43:19.737005,7m,30m,23m,13m,18m,16m,69m,11m
P00485,2025-01-15 04:41:00,79m,17D,C22,NCE,BOD,2025-01-15 05:55:32.384041,2025-01-15 07:14:47.804293,5m,7m,14m,4m,17m,15m,16m,5m
P00486,2025-01-04 10:10:00,74m,12E,D29,BOD,NCE,2025-01-04 12:35:10.977038,2025-01-04 13:48:57.255282,8m,11m,16m,4m,18m,48m,20m,21m
P00487,2025-01-23 07:25:00,532m,1E,G9,CDG,DXB,2025-01-23 10:35:27.065211,2025-01-23 19:27:45.382425,16m,33m,29m,22m,19m,30m,63m,8m
P00488,2025-01-20 19:20:00,,7C,C5,ORY,NCE,2025-01-20 21:25:09.760133,2025-01-20 23:08:07.802526,13m,12m,24m,8m,25m,IN (20m),,
P00489,2025-01-21 01:52:00,122m,7E,B14,NCE,CDG,2025-01-21 03:39:29.002827,2025-01-21 05:41:02.436257,4m,5m,19m,2m,16m,38m,8m,8m
P00490,2025-01-08 18:49:00,92m,23C,E14,CDG,BOD,2025-01-08 20:40:11.583246,2025-01-08 22:11:45.539690,5m,15m,23m,5m,22m,31m,23m,9m
P00491,2025-01-18 20:24:00,430m,14D,G18,BOD,FCO,2025-01-18 23:20:27.216047,2025-01-19 06:30:36.769093,7m,15m,54m,13m,20m,28m,32m,10m
P00492,2025-01-02 15:53:00,,39A,E1,LYS,FCO,2025-01-02 18:11:35.175215,2025-01-02 23:59:53.328930,IN (3m),,,,,,,
P00493,2025-01-01 13:09:00,606m,32B,B24,NCE,DXB,2025-01-01 15:07:39.157481,2025-01-02 01:14:08.737812,6m,16m,25m,11m,18m,25m,29m,5m
P00494,2025-01-30 08:52:00,72m,16A,A17,LYS,CDG,2025-01-30 11:14:48.286530,2025-01-30 12:27:00.167146,9m,20m,33m,2m,23m,40m,24m,14m
P00495,2025-01-09 20:37:00,743m,20E,A29,BOD,FRA,2025-01-09 23:19:22.530821,2025-01-10 11:42:07.498508,5m,22m,26m,19m,39m,31m,38m,6m
P00496,2025-01-05 19:10:00,59m,8E,B16,CDG,ORY,2025-01-05 21:32:33.324117,2025-01-05 22:31:37.003271,11m,27m,27m,9m,18m,23m,27m,19m
P00497,2025-01-22 11:48:00,,30C,B18,BOD,LYS,2025-01-22 14:21:49.413201,2025-01-22 15:42:57.099952,7m,10m,33m,IN (2m),,,,
P00498,2025-01-15 21:05:00,70m,18B,G27,BOD,LYS,2025-01-15 23:20:59.495970,2025-01-16 00:30:35.892615,7m,11m,18m,3m,25m,42m,22m,9m
P00499,2025-01-29 14:57:00,373m,31D,C30,LYS,AMS,2025-01-29 17:26:49.971256,2025-01-29 23:39:20.911575,3m,8m,20m,24m,15m,34m,28m,12m
P00500,2025-01-26 08:38:00,289m,12E,G24,BOD,MAD,2025-01-26 11:26:26.883496,2025-01-26 16:15:21.703359,9m,20m,29m,15m,39m,34m,23m,6m
P00501,2025-01-03 02:36:00,54m,34A,H2,ORY,LYS,2025-01-03 04:08:22.055903,2025-01-03 05:02:26.964604,5m,12m,30m,6m,10m,19m,IN (15m),
P00502,2025-01-04 19:00:00,474m,34E,A8,NCE,AMS,2025-01-04 22:34:18.812938,2025-01-05 06:28:38.646484,7m,34m,50m,13m,24m,40m,33m,22m
P00503,2025-01-07 11:34:00,500m,1D,A8,ORY,DXB,2025-01-07 13:29:58.425633,2025-01-07 21:50:14.151687,7m,15m,20m,17m,13m,28m,16m,11m
P00504,2025-01-03 15:32:00,111m,19B,C14,NCE,CDG,2025-01-03 17:38:20.842081,2025-01-03 19:28:56.667141,3m,14m,10m,3m,15m,32m,26m,IN (5m)
P00505,2025-01-26 10:52:00,60m,15D,G10,LYS,ORY,2025-01-26 12:57:19.504393,2025-01-26 13:57:23.965263,8m,10m,13m,7m,22m,22m,37m,8m
P00506,2025-01-28 07:26:00,413m,5F,E19,NCE,LHR,2025-01-28 09:42:23.253503,2025-01-28 16:34:56.938609,5m,23m,16m,13m,18m,27m,25m,18m
P00507,2025-01-07 04:27:00,78m,40D,H23,LYS,NCE,2025-01-07 06:58:32.935270,2025-01-07 08:16:22.241225,4m,16m,26m,7m,27m,42m,14m,18m
P00508,2025-01-13 18:37:00,92m,25E,B4,CDG,LYS,2025-01-13 20:22:52.674369,2025-01-13 21:55:08.047871,9m,8m,14m,5m,30m,26m,24m,8m
P00509,2025-01-26 02:44:00,74m,5C,A7,LYS,CDG,2025-01-26 04:24:43.416281,2025-01-26 05:38:24.667321,6m,12m,17m,6m,13m,19m,35m,13m
P00510,2025-01-04 07:39:00,102m,39E,F16,ORY,BOD,2025-01-04 10:24:43.889318,2025-01-04 12:06:17.079791,15m,7m,23m,5m,38m,52m,15m,14m
P00511,2025-01-15 19:56:00,390m,16E,C13,CDG,AMS,2025-01-15 22:37:45.338549,2025-01-16 05:07:53.162668,9m,20m,15m,30m,34m,28m,41m,7m
P00512,2025-01-04 21:40:00,579m,31C,G7,LYS,DXB,2025-01-04 23:28:06.701207,2025-01-05 09:07:02.974960,4m,17m,20m,5m,19m,26m,21m,3m
P00513,2025-01-20 06:48:00,82m,39D,A8,ORY,CDG,2025-01-20 09:34:12.354889,2025-01-20 10:56:14.829384,5m,10m,46m,6m,27m,24m,17m,17m
P00514,2025-01-05 21:30:00,89m,28C,A18,BOD,NCE,2025-01-05 23:22:42.747993,2025-01-06 00:51:23.347293,12m,13m,20m,5m,18m,24m,22m,20m
P00515,2025-01-02 02:29:00,592m,36C,H21,NCE,AMS,2025-01-02 05:26:41.871795,2025-01-02 15:18:17.685794,14m,26m,30m,16m,35m,15m,20m,7m
P00516,2025-01-11 11:54:00,374m,18C,C5,ORY,MAD,2025-01-11 14:19:36.641231,2025-01-11 20:33:41.283711,5m,12m,20m,10m,25m,33m,64m,7m
P00517,2025-01-30 15:31:00,,8A,A11,NCE,CDG,2025-01-30 17:20:32.696832,2025-01-30 18:51:00.950431,IN (5m),,,,,,,
P00518,2025-01-26 01:55:00,84m,31A,B9,CDG,NCE,2025-01-26 03:48:21.524850,2025-01-26 05:12:07.101113,7m,10m,17m,2m,12m,17m,28m,5m
P00519,2025-01-23 05:03:00,408m,23E,A26,NCE,FRA,2025-01-23 07:02:25.091473,2025-01-23 13:50:15.160052,6m,11m,22m,13m,11m,25m,32m,10m
P00520,2025-01-06 11:20:00,465m,18A,E25,CDG,MAD,2025-01-06 13:25:05.409183,2025-01-06 21:10:20.241775,4m,18m,10m,10m,22m,17m,23m,8m
P00521,2025-01-01 12:43:00,461m,28E,C13,CDG,JFK,2025-01-01 14:23:16.198264,2025-01-01 22:03:50.989606,6m,11m,10m,14m,26m,13m,40m,10m
P00522,2025-01-01 12:28:00,67m,16E,G4,LYS,CDG,2025-01-01 14:30:30.621848,2025-01-01 15:37:05.886411,7m,13m,21m,7m,16m,40m,27m,13m
P00523,2025-01-26 10:15:00,383m,38A,H23,ORY,JFK,2025-01-26 13:18:03.417360,2025-01-26 19:41:24.484467,7m,15m,49m,14m,20m,41m,43m,5m
P00524,2025-01-15 00:19:00,390m,26D,F11,NCE,FCO,2025-01-15 01:48:16.525528,2025-01-15 08:18:12.264023,8m,13m,10m,7m,19m,13m,17m,14m
P00525,2025-01-24 12:22:00,356m,22C,D17,BOD,JFK,2025-01-24 14:19:34.481292,2025-01-24 20:15:35.648604,5m,11m,28m,4m,16m,24m,36m,12m
P00526,2025-01-30 14:16:00,315m,37B,G6,LYS,FCO,2025-01-30 16:03:26.810863,2025-01-30 21:18:30.372228,6m,12m,18m,9m,12m,19m,24m,9m
P00527,2025-01-07 20:43:00,75m,27A,E26,ORY,NCE,2025-01-07 22:41:03.334851,2025-01-07 23:56:32.250855,6m,20m,14m,7m,25m,28m,22m,17m
P00528,2025-01-16 20:24:00,295m,40A,B25,LYS,FRA,2025-01-16 23:32:46.993998,2025-01-17 04:27:54.739290,10m,12m,20m,19m,25m,53m,82m,6m
P00529,2025-01-30 05:36:00,300m,39E,A20,BOD,AMS,2025-01-30 07:30:05.680540,2025-01-30 12:29:47.361784,9m,15m,14m,6m,17m,16m,33m,4m
P00530,2025-01-28 04:50:00,334m,19D,E20,ORY,FCO,2025-01-28 06:50:11.702362,2025-01-28 12:23:53.999941,3m,9m,14m,14m,19m,37m,35m,8m
P00531,2025-01-26 20:09:00,368m,21F,G26,BOD,FRA,2025-01-26 22:33:53.240244,2025-01-27 04:41:39.692162,8m,15m,18m,14m,31m,34m,29m,13m
P00532,2025-01-03 05:23:00,,35F,A22,NCE,LYS,2025-01-03 07:20:25.713328,2025-01-03 08:31:32.403603,IN (3m),,,,,,,
P00533,2025-01-01 06:19:00,73m,25E,E6,NCE,ORY,2025-01-01 09:03:10.312115,2025-01-01 10:15:52.343487,6m,15m,23m,4m,42m,37m,24m,7m
P00534,2025-01-23 01:13:00,506m,28C,E25,CDG,FRA,2025-01-23 03:13:37.738071,2025-01-23 11:39:10.897796,3m,9m,24m,18m,14m,37m,25m,7m
P00535,2025-01-04 02:22:00,85m,9C,F3,BOD,NCE,2025-01-04 04:38:17.586876,2025-01-04 06:03:44.938573,8m,14m,22m,4m,26m,32m,14m,9m
P00536,2025-01-07 08:06:00,301m,26C,B28,NCE,FCO,2025-01-07 10:42:30.182991,2025-01-07 15:43:45.489248,6m,19m,18m,20m,19m,38m,18m,9m
P00537,2025-01-08 05:59:00,387m,30F,F9,BOD,JFK,2025-01-08 08:32:45.172022,2025-01-08 14:59:53.839666,5m,17m,21m,18m,26m,22m,30m,12m
P00538,2025-01-01 11:03:00,84m,34F,A14,ORY,NCE,2025-01-01 12:42:29.082954,2025-01-01 14:06:53.985827,4m,15m,15m,3m,16m,34m,17m,5m
P00539,2025-01-25 20:56:00,497m,22B,H12,BOD,JFK,2025-01-26 00:07:06.905237,2025-01-26 08:23:52.116066,6m,25m,24m,33m,39m,53m,32m,13m
P00540,2025-01-19 03:10:00,,35C,D23,BOD,CDG,2025-01-19 04:43:14.743804,2025-01-19 06:29:28.380238,IN (3m),,,,,,,
P00541,2025-01-01 06:12:00,51m,31D,C17,LYS,BOD,2025-01-01 08:54:12.521768,2025-01-01 09:44:51.856378,6m,12m,31m,4m,33m,34m,25m,IN (5m)
P00542,2025-01-01 10:38:00,322m,33A,C14,CDG,JFK,2025-01-01 12:44:06.232217,2025-01-01 18:06:32.713046,8m,14m,19m,12m,28m,28m,49m,7m
P00543,2025-01-08 06:25:00,441m,40D,D3,LYS,LHR,2025-01-08 09:07:04.604879,2025-01-08 16:28:26.144926,9m,25m,23m,21m,23m,26m,22m,11m
P00544,2025-01-02 11:34:00,102m,36C,F27,BOD,CDG,2025-01-02 13:38:03.293469,2025-01-02 15:20:23.936072,8m,11m,19m,5m,18m,24m,31m,5m
P00545,2025-01-02 04:11:00,577m,33E,A29,CDG,JFK,2025-01-02 06:26:10.924589,2025-01-02 16:03:18.549006,5m,16m,18m,5m,21m,25m,29m,5m
P00546,2025-01-09 00:51:00,62m,25E,E12,BOD,CDG,2025-01-09 02:50:44.607907,2025-01-09 03:52:21.765773,8m,15m,24m,7m,16m,38m,12m,10m
P00547,2025-01-01 17:21:00,,27A,D2,ORY,JFK,2025-01-01 20:08:46.614946,2025-01-02 02:24:44.606433,6m,23m,24m,IN (6m),,,,
P00548,2025-01-15 15:09:00,110m,28E,G11,LYS,NCE,2025-01-15 17:40:22.149163,2025-01-15 19:30:34.495158,11m,12m,13m,5m,27m,47m,38m,11m
P00549,2025-01-30 18:22:00,,2E,D3,LYS,JFK,2025-01-30 22:10:40.232082,2025-01-31 05:28:47.323378,3m,24m,IN (12m),,,,,
P00550,2025-01-29 09:21:00,92m,7A,C15,LYS,CDG,2025-01-29 11:16:00.171818,2025-01-29 12:47:44.240760,9m,20m,17m,3m,33m,19m,39m,17m
P00551,2025-01-28 07:51:00,366m,23E,G28,ORY,FRA,2025-01-28 10:47:41.614034,2025-01-28 16:54:00.153616,7m,34m,27m,17m,24m,29m,43m,8m
P00552,2025-01-11 04:30:00,423m,24A,H4,LYS,AMS,2025-01-11 06:49:02.868561,2025-01-11 13:51:33.158296,7m,22m,13m,20m,19m,25m,44m,6m
P00553,2025-01-22 17:19:00,645m,23D,B20,BOD,LHR,2025-01-22 20:08:32.190581,2025-01-23 06:53:59.894768,19m,18m,31m,14m,36m,33m,32m,18m
P00554,2025-01-04 06:19:00,78m,29D,F24,CDG,BOD,2025-01-04 08:45:17.551660,2025-01-04 10:03:28.589750,10m,10m,23m,6m,31m,17m,26m,10m
P00555,2025-01-28 06:48:00,406m,9A,D25,NCE,FRA,2025-01-28 09:35:02.063718,2025-01-28 16:21:13.383912,6m,52m,21m,18m,18m,36m,24m,31m
P00556,2025-01-21 02:08:00,503m,26F,E20,BOD,FCO,2025-01-21 04:48:12.479607,2025-01-21 13:11:26.801505,4m,13m,21m,15m,18m,46m,38m,6m
P00557,2025-01-04 12:19:00,262m,26C,C11,ORY,JFK,2025-01-04 14:09:23.151659,2025-01-04 18:31:40.108643,10m,24m,14m,12m,8m,31m,45m,13m
P00558,2025-01-11 08:45:00,441m,13C,C8,ORY,FCO,2025-01-11 11:41:08.114783,2025-01-11 19:02:21.832693,8m,25m,22m,33m,28m,38m,56m,14m
P00559,2025-01-22 12:59:00,,8A,B2,ORY,CDG,2025-01-22 14:42:30.234412,2025-01-22 16:09:46.944433,7m,8m,20m,IN (1m),,,,
P00560,2025-01-19 02:24:00,340m,14C,D24,ORY,AMS,2025-01-19 04:36:16.753813,2025-01-19 10:16:17.115139,8m,18m,20m,9m,18m,18m,33m,9m
P00561,2025-01-03 10:41:00,396m,23D,D19,BOD,DXB,2025-01-03 12:42:54.135432,2025-01-03 19:18:58.682880,5m,10m,16m,10m,19m,30m,25m,4m
P00562,2025-01-28 13:34:00,471m,27A,E4,NCE,JFK,2025-01-28 15:39:27.966313,2025-01-28 23:30:13.590254,6m,13m,25m,15m,17m,14m,22m,9m
P00563,2025-01-23 00:52:00,268m,10C,H21,BOD,FCO,2025-01-23 02:59:20.804995,2025-01-23 07:27:38.116765,4m,13m,22m,16m,16m,34m,20m,4m
P00564,2025-01-30 09:39:00,68m,6D,D15,CDG,ORY,2025-01-30 11:34:12.445718,2025-01-30 12:42:38.099136,6m,23m,16m,4m,22m,31m,21m,11m
P00565,2025-01-24 02:25:00,381m,23B,F4,LYS,LHR,2025-01-24 04:08:20.080418,2025-01-24 10:29:33.438059,6m,10m,20m,19m,13m,24m,23m,9m
P00566,2025-01-07 00:24:00,578m,7C,H6,LYS,DXB,2025-01-07 02:45:43.962212,2025-01-07 12:24:00.337407,14m,13m,28m,19m,28m,25m,32m,10m
P00567,2025-01-14 18:11:00,,21F,B6,BOD,MAD,2025-01-14 20:20:03.865995,2025-01-15 03:10:03.075138,5m,25m,IN (5m),,,,,
P00568,2025-01-21 12:47:00,78m,9A,C23,BOD,NCE,2025-01-21 15:21:07.185011,2025-01-21 16:39:23.566807,5m,8m,24m,4m,28m,44m,20m,11m
P00569,2025-01-29 14:05:00,109m,17B,E17,NCE,ORY,2025-01-29 15:21:24.611854,2025-01-29 17:10:00.794942,5m,11m,15m,4m,13m,16m,13m,8m
P00570,2025-01-08 15:48:00,401m,30C,G19,NCE,AMS,2025-01-08 18:10:49.819257,2025-01-09 00:52:03.797596,7m,12m,33m,11m,19m,35m,29m,10m
P00571,2025-01-22 07:58:00,84m,9B,B27,CDG,NCE,2025-01-22 10:12:06.522248,2025-01-22 11:35:59.679456,11m,15m,31m,7m,20m,27m,34m,7m
P00572,2025-01-14 08:19:00,348m,39A,E18,NCE,FCO,2025-01-14 11:17:02.014825,2025-01-14 17:05:24.734691,5m,22m,25m,17m,26m,59m,18m,6m
P00573,2025-01-02 03:28:00,76m,34F,D23,NCE,ORY,2025-01-02 05:08:54.297711,2025-01-02 06:25:10.537834,3m,17m,10m,3m,22m,23m,12m,8m
P00574,2025-01-26 07:42:00,,30F,D14,BOD,CDG,2025-01-26 09:28:51.365131,2025-01-26 10:51:58.736019,4m,19m,19m,IN (4m),,,,
P00575,2025-01-17 21:58:00,413m,14A,A20,ORY,AMS,2025-01-18 00:05:10.485165,2025-01-18 06:57:52.802721,5m,26m,18m,9m,9m,35m,13m,5m
P00576,2025-01-16 01:20:00,452m,19B,E14,BOD,AMS,2025-01-16 03:25:42.912335,2025-01-16 10:57:48.696086,17m,13m,14m,8m,17m,13m,14m,8m
P00577,2025-01-20 07:57:00,344m,20B,D18,ORY,MAD,2025-01-20 10:35:39.389160,2025-01-20 16:19:21.879555,10m,17m,53m,17m,16m,27m,45m,6m
P00578,2025-01-17 00:38:00,85m,33A,H27,LYS,CDG,2025-01-17 02:14:44.412532,2025-01-17 03:39:51.584437,4m,7m,25m,3m,20m,28m,27m,11m
P00579,2025-01-02 06:50:00,451m,6F,G26,CDG,FRA,2025-01-02 10:22:00.957662,2025-01-02 17:52:49.110726,11m,26m,32m,16m,33m,48m,33m,13m
P00580,2025-01-06 21:23:00,72m,4E,B21,LYS,CDG,2025-01-06 22:52:45.196915,2025-01-07 00:04:17.649117,5m,10m,19m,3m,17m,23m,13m,IN (3m)
P00581,2025-01-06 01:11:00,824m,18C,C4,LYS,FRA,2025-01-06 03:21:01.193985,2025-01-06 17:05:02.287959,5m,20m,12m,11m,17m,20m,22m,8m
P00582,2025-01-02 06:44:00,403m,25F,A1,LYS,JFK,2025-01-02 09:48:47.862121,2025-01-02 16:31:59.568044,3m,37m,19m,14m,42m,30m,23m,6m
P00583,2025-01-17 20:07:00,423m,29D,F1,ORY,DXB,2025-01-17 22:59:22.168899,2025-01-18 06:02:12.159673,16m,21m,19m,16m,22m,38m,24m,6m
P00584,2025-01-27 01:32:00,562m,8F,D18,LYS,LHR,2025-01-27 03:40:22.800792,2025-01-27 13:02:47.845178,8m,23m,18m,12m,20m,27m,14m,9m
P00585,2025-01-27 14:28:00,,13C,H7,LYS,DXB,2025-01-27 16:33:54.018259,2025-01-28 00:37:50.513489,IN (5m),,,,,,,
P00586,2025-01-17 04:54:00,,19B,D8,CDG,LYS,2025-01-17 07:27:34.119716,2025-01-17 08:41:00.805762,6m,IN (6m),,,,,,
P00587,2025-01-21 18:10:00,395m,39C,F23,ORY,JFK,2025-01-21 20:48:10.084566,2025-01-22 03:23:36.408206,8m,24m,34m,15m,18m,26m,50m,17m
P00588,2025-01-17 11:45:00,428m,38A,B18,NCE,FCO,2025-01-17 14:08:46.004682,2025-01-17 21:16:47.936474,5m,14m,29m,8m,14m,38m,35m,9m
P00589,2025-01-01 15:54:00,435m,19D,C18,BOD,FCO,2025-01-01 18:08:53.399756,2025-01-02 01:23:50.106806,4m,15m,26m,14m,17m,33m,22m,6m
P00590,2025-01-06 09:31:00,273m,39D,B5,ORY,AMS,2025-01-06 12:13:06.305274,2025-01-06 16:46:13.551415,5m,17m,45m,15m,18m,16m,28m,8m
P00591,2025-01-05 07:19:00,407m,27A,G10,BOD,JFK,2025-01-05 09:47:52.197617,2025-01-05 16:35:08.196821,5m,14m,25m,10m,41m,31m,59m,10m
P00592,2025-01-01 17:07:00,,37D,F18,BOD,LHR,2025-01-01 20:17:25.274033,2025-01-02 02:12:16.482510,5m,13m,23m,33m,51m,IN (23m),,
P00593,2025-01-26 12:05:00,72m,34F,F23,BOD,NCE,2025-01-26 13:38:19.848223,2025-01-26 14:50:35.620698,7m,18m,13m,3m,19m,17m,18m,14m
P00594,2025-01-24 19:02:00,68m,7C,G3,NCE,ORY,2025-01-24 21:22:48.919741,2025-01-24 22:31:03.643126,4m,8m,23m,2m,46m,40m,16m,15m
P00595,2025-01-03 16:40:00,374m,20A,B16,LYS,FCO,2025-01-03 18:25:56.223076,2025-01-04 00:40:12.419815,5m,9m,17m,10m,16m,19m,38m,16m
P00596,2025-01-23 12:54:00,75m,4E,A17,LYS,CDG,2025-01-23 14:52:09.352439,2025-01-23 16:07:28.677261,7m,16m,19m,3m,20m,22m,14m,10m
P00597,2025-01-18 14:13:00,561m,18C,B17,LYS,AMS,2025-01-18 16:29:44.012543,2025-01-19 01:50:14.767332,9m,20m,22m,12m,24m,34m,35m,8m
P00598,2025-01-15 00:30:00,72m,5F,E27,NCE,CDG,2025-01-15 03:18:38.119810,2025-01-15 04:30:49.577721,5m,8m,36m,4m,28m,40m,21m,8m
P00599,2025-01-16 18:01:00,552m,20B,H27,BOD,DXB,2025-01-16 21:06:42.220164,2025-01-17 06:18:38.643202,7m,17m,24m,20m,33m,36m,59m,14m
P00600,2025-01-26 21:16:00,471m,2D,B22,NCE,JFK,2025-01-26 23:38:40.672226,2025-01-27 07:29:39.737417,4m,26m,24m,22m,24m,19m,40m,7m
P00601,2025-01-12 16:23:00,409m,25D,G24,ORY,LHR,2025-01-12 18:36:40.163265,2025-01-13 01:25:10.668217,5m,19m,21m,12m,25m,19m,41m,9m
P00602,2025-01-08 06:01:00,366m,33B,G29,BOD,JFK,2025-01-08 08:30:43.195776,2025-01-08 14:36:26.934919,8m,20m,30m,12m,16m,40m,35m,5m
P00603,2025-01-19 01:39:00,,11E,A4,NCE,DXB,2025-01-19 03:50:33.549739,2025-01-19 10:05:23.491840,8m,23m,15m,IN (6m),,,,
P00604,2025-01-19 07:18:00,68m,29F,H17,CDG,ORY,2025-01-19 09:50:45.366258,2025-01-19 10:58:18.955484,7m,16m,14m,6m,39m,40m,18m,12m
P00605,2025-01-04 03:01:00,IN (27m),9B,F24,NCE,LYS,2025-01-04 05:04:44.274782,2025-01-04 05:56:35.221738,9m,18m,35m,5m,20m,25m,,
P00606,2025-01-30 19:47:00,473m,25F,G17,CDG,FRA,2025-01-30 23:18:13.566513,2025-01-31 07:11:21.122214,5m,40m,39m,16m,17m,51m,23m,10m
P00607,2025-01-22 06:28:00,81m,19B,F29,CDG,NCE,2025-01-22 08:44:45.020179,2025-01-22 10:06:02.527906,6m,18m,31m,9m,30m,29m,14m,5m
P00608,2025-01-21 17:24:00,422m,17D,H13,BOD,FCO,2025-01-21 19:53:23.254678,2025-01-22 02:55:48.130747,9m,24m,17m,23m,11m,28m,29m,9m
P00609,2025-01-19 04:04:00,503m,36E,E30,ORY,FRA,2025-01-19 06:48:27.238529,2025-01-19 15:11:13.811389,8m,25m,21m,12m,42m,28m,26m,11m
P00610,2025-01-11 06:22:00,358m,20C,H21,BOD,AMS,2025-01-11 10:51:23.162401,2025-01-11 16:49:31.852749,10m,36m,38m,20m,39m,76m,32m,9m
P00611,2025-01-28 21:11:00,333m,6D,G12,ORY,AMS,2025-01-28 23:20:36.590065,2025-01-29 04:53:38.459566,8m,17m,23m,12m,22m,28m,31m,10m
P00612,2025-01-16 01:35:00,329m,29A,C6,ORY,MAD,2025-01-16 04:06:40.654587,2025-01-16 09:35:33.531854,4m,7m,6m,10m,39m,43m,27m,4m
P00613,2025-01-01 11:59:00,307m,2E,B14,CDG,MAD,2025-01-01 13:36:16.756836,2025-01-01 18:43:38.904178,3m,9m,23m,10m,9m,22m,46m,6m
P00614,2025-01-27 15:00:00,493m,34E,D7,LYS,FCO,2025-01-27 17:05:03.515710,2025-01-28 01:18:11.728592,7m,12m,20m,15m,21m,25m,32m,12m
P00615,2025-01-26 11:42:00,387m,21C,C2,CDG,MAD,2025-01-26 14:19:46.568123,2025-01-26 20:46:40.740776,11m,10m,32m,6m,19m,54m,33m,12m
P00616,2025-01-14 01:24:00,58m,17B,G30,ORY,NCE,2025-01-14 02:58:45.465053,2025-01-14 03:57:04.560817,8m,11m,15m,3m,14m,19m,15m,6m
