passenger_id,airport,flight_type,entry_time,current_step,time_spent_current_step,active_users_in_step,avg_step_duration,target_time_remaining,event_observed
P02244,BOD,domestic,2025-01-21T21:54,2,5.58,17,11.39,5.7,1
P02245,BOD,domestic,2025-01-23T07:54,4,1.71,18,5.36,3.73,1
P02246,LYS,domestic,2025-01-13T00:20,1,5.21,22,6.39,1.45,1
P02247,JFK,international,2025-01-21T03:21,7,147.79,97,556.26,677.26,1
P02248,FCO,international,2025-01-03T06:45,3,3.04,42,26.43,46.53,1
P02249,FRA,international,2025-01-28T10:26,2,11.4,22,15.83,19.41,1
P02250,LYS,domestic,2025-01-10T00:00,6,6.67,27,23.33,5.31,1
P02251,FCO,international,2025-01-01T03:36,6,12.32,37,27.71,1.1,1
P02252,ORY,domestic,2025-01-25T01:47,1,1.82,38,6.41,2.11,0
P02253,LHR,international,2025-01-13T23:21,6,21.03,25,23.88,44.72,1
P02254,MAD,international,2025-01-22T20:54,8,28.33,39,42.41,3.33,1
P02255,CDG,domestic,2025-01-02T19:34,6,11.02,45,43.21,19.33,1
P02256,ORY,domestic,2025-01-01T04:54,4,1.89,26,2.96,0.57,0
P02257,CDG,domestic,2025-01-06T23:07,5,10.91,27,21.25,6.73,1
P02258,AMS,international,2025-01-29T18:37,1,3.71,37,12.7,8.69,1
P02259,DXB,international,2025-01-19T20:34,1,3.2,36,9.2,5.54,1
P02260,FCO,international,2025-01-24T10:47,4,0.85,21,12.94,5.67,1
P02261,NCE,domestic,2025-01-10T02:08,3,6.41,48,25.44,7.39,1
P02262,DXB,international,2025-01-22T18:51,1,2.21,30,11.43,15.43,1
P02263,LHR,international,2025-01-06T16:12,5,17.34,23,14.13,3.66,1
P02264,LHR,international,2025-01-15T01:20,3,14.13,46,16.2,11.48,1
P02265,LYS,domestic,2025-01-11T09:15,8,6.82,44,19.18,8.59,1
P02266,LHR,international,2025-01-25T23:48,4,4.08,23,13.45,7.85,1
P02267,DXB,international,2025-01-21T15:21,1,1.62,19,8.95,4.6,1
P02268,FRA,international,2025-01-12T14:56,1,1.91,35,8.07,3.22,1
P02269,FRA,international,2025-01-11T12:55,1,0.5,23,5.7,6.22,1
P02270,NCE,domestic,2025-01-03T19:28,6,1.8,42,30.15,33.87,1
P02271,FRA,international,2025-01-07T21:33,2,5.11,11,16.46,21.09,1
P02272,CDG,domestic,2025-01-15T06:25,1,1.33,27,4.65,4.99,1
P02273,ORY,domestic,2025-01-08T16:16,2,1.96,23,12.0,12.27,1
P02274,JFK,international,2025-01-30T00:07,1,4.75,25,8.0,1.53,1
P02275,LHR,international,2025-01-04T04:40,7,108.92,97,419.21,247.53,0
P02276,MAD,international,2025-01-10T16:31,5,3.9,32,21.29,7.08,0
P02277,AMS,international,2025-01-07T07:40,7,171.49,96,493.84,424.88,1
P02278,ORY,domestic,2025-01-15T21:50,5,18.49,39,18.77,7.2,0
P02279,AMS,international,2025-01-19T01:48,2,4.78,18,23.2,6.94,1
P02280,DXB,international,2025-01-12T21:20,2,9.98,25,18.58,15.31,1
P02281,FRA,international,2025-01-04T11:35,4,10.7,30,10.32,2.06,1
P02282,JFK,international,2025-01-04T21:23,1,7.54,31,6.75,1.41,1
P02283,BOD,domestic,2025-01-27T18:31,3,15.14,46,19.1,0.98,1
P02284,FCO,international,2025-01-11T03:11,9,15.38,27,8.93,7.46,1
P02285,NCE,domestic,2025-01-14T13:15,3,11.1,44,16.8,3.49,0
P02286,LHR,international,2025-01-01T03:21,4,5.55,23,9.42,5.13,1
P02287,FCO,international,2025-01-06T15:51,4,8.89,25,12.36,2.7,1
P02288,JFK,international,2025-01-11T13:21,3,18.42,48,16.34,6.13,1
P02289,LYS,domestic,2025-01-10T12:26,9,2.8,21,6.14,7.2,1
P02290,NCE,domestic,2025-01-04T19:32,1,1.47,37,5.64,4.38,1
P02291,FRA,international,2025-01-24T11:05,3,21.99,39,15.64,2.06,1
P02292,DXB,international,2025-01-11T12:11,2,2.31,18,17.95,20.54,0
P02293,NCE,domestic,2025-01-18T05:36,5,5.68,41,24.26,13.39,1
P02294,NCE,domestic,2025-01-10T08:17,4,4.23,19,4.67,6.5,1
P02295,DXB,international,2025-01-08T13:03,6,1.85,40,26.91,5.01,0
P02296,CDG,domestic,2025-01-15T14:29,2,5.46,24,11.95,2.67,1
P02297,DXB,international,2025-01-05T15:18,3,7.76,47,32.14,22.91,1
P02298,CDG,domestic,2025-01-02T04:53,4,1.02,27,4.63,2.43,1
P02299,CDG,domestic,2025-01-20T23:56,5,15.66,41,15.7,5.74,1
P02300,MAD,international,2025-01-23T06:19,6,123.51,50,38.13,9.7,1
P02301,MAD,international,2025-01-13T20:20,4,1.53,28,16.15,15.24,1
P02302,DXB,international,2025-01-16T10:35,1,2.09,19,5.21,2.83,1
P02303,BOD,domestic,2025-01-08T17:25,5,12.26,48,20.18,27.34,1
P02304,BOD,domestic,2025-01-28T16:56,3,21.68,36,20.85,6.04,1
P02305,BOD,domestic,2025-01-30T23:15,1,4.2,24,5.18,1.21,1
P02306,FRA,international,2025-01-28T08:44,1,1.62,29,6.95,2.09,1
P02307,MAD,international,2025-01-18T14:16,1,2.51,19,7.24,3.33,1
P02308,DXB,international,2025-01-29T19:15,3,54.2,49,27.01,15.97,1
P02309,ORY,domestic,2025-01-17T22:07,8,7.89,21,17.44,0.67,1
P02310,ORY,domestic,2025-01-10T21:32,6,7.39,32,24.32,5.5,1
P02311,AMS,international,2025-01-30T15:35,1,5.41,25,6.47,1.06,1
P02312,BOD,domestic,2025-01-08T02:34,1,0.92,19,5.56,5.47,1
P02313,ORY,domestic,2025-01-27T21:55,3,9.52,34,18.44,16.62,1
P02314,NCE,domestic,2025-01-09T16:36,3,5.47,44,20.08,14.98,1
P02315,MAD,international,2025-01-10T23:41,5,6.81,27,13.62,14.82,1
P02316,MAD,international,2025-01-20T04:05,3,12.93,41,14.8,30.32,1
P02317,MAD,international,2025-01-28T22:38,9,6.08,19,8.5,4.1,1
P02318,BOD,domestic,2025-01-16T01:55,6,26.11,33,16.78,4.95,1
P02319,LYS,domestic,2025-01-16T04:36,9,4.53,14,8.53,2.74,1
P02320,DXB,international,2025-01-08T16:05,3,5.45,31,15.05,5.99,1
P02321,LYS,domestic,2025-01-25T16:32,1,3.01,24,8.9,2.4,1
P02322,NCE,domestic,2025-01-05T02:47,6,3.76,27,36.49,50.24,1
P02323,MAD,international,2025-01-30T22:12,4,4.91,20,13.5,3.48,1
P02324,LHR,international,2025-01-15T12:31,1,7.46,22,8.23,1.18,1
P02325,LYS,domestic,2025-01-09T08:38,3,54.36,55,24.21,14.53,1
P02326,NCE,domestic,2025-01-06T00:09,3,5.92,49,17.27,3.45,1
P02327,MAD,international,2025-01-12T04:47,4,8.2,29,16.52,1.56,1
P02328,FRA,international,2025-01-09T14:55,1,8.16,23,8.92,9.93,1
P02329,DXB,international,2025-01-02T04:55,5,3.2,33,29.57,16.61,1
P02330,MAD,international,2025-01-08T17:56,3,20.66,41,19.46,8.7,1
P02331,JFK,international,2025-01-27T04:08,6,4.19,29,21.46,10.61,1
P02332,CDG,domestic,2025-01-29T00:52,1,2.23,22,5.99,3.16,1
P02333,DXB,international,2025-01-25T18:50,5,2.74,48,26.86,30.95,1
P02334,AMS,international,2025-01-16T06:57,8,25.12,39,47.16,5.6,1
P02335,BOD,domestic,2025-01-06T19:56,5,3.85,35,14.37,15.51,1
P02336,ORY,domestic,2025-01-12T09:46,3,30.86,60,19.55,5.23,1
P02337,LHR,international,2025-01-19T06:17,4,6.79,27,17.22,1.74,0
P02338,DXB,international,2025-01-25T16:36,5,7.51,37,23.34,9.91,1
P02339,FRA,international,2025-01-01T22:31,1,3.65,22,6.96,0.69,0
P02340,FCO,international,2025-01-22T07:00,2,16.58,21,21.69,13.45,1
P02341,LYS,domestic,2025-01-09T16:22,3,3.78,33,17.46,4.82,0
P02342,LYS,domestic,2025-01-15T06:51,6,9.29,36,43.09,8.74,1
P02343,DXB,international,2025-01-22T23:28,4,7.46,29,10.53,6.71,1
P02344,FRA,international,2025-01-26T07:45,3,38.96,43,33.99,5.66,0
P02345,ORY,domestic,2025-01-27T07:11,2,2.85,22,14.38,14.5,1
P02346,JFK,international,2025-01-27T08:35,1,2.94,35,8.31,11.87,1
P02347,BOD,domestic,2025-01-29T08:46,3,47.73,39,29.06,18.91,1
P02348,NCE,domestic,2025-01-03T12:53,3,6.7,46,13.78,5.3,0
P02349,FRA,international,2025-01-05T19:28,6,22.7,37,36.51,21.07,1
P02350,MAD,international,2025-01-12T11:06,3,1.39,55,17.16,4.58,0
P02351,ORY,domestic,2025-01-19T18:10,6,25.56,47,48.85,27.69,1
P02352,JFK,international,2025-01-10T03:58,1,0.5,29,9.54,5.9,1
P02353,BOD,domestic,2025-01-03T15:37,9,14.99,29,11.27,2.04,1
P02354,LHR,international,2025-01-21T05:31,6,19.65,31,37.01,7.0,1
P02355,MAD,international,2025-01-04T18:40,5,11.52,58,21.36,23.39,1
P02356,JFK,international,2025-01-15T20:50,2,2.03,16,13.54,11.27,1
P02357,CDG,domestic,2025-01-14T15:20,3,14.72,47,21.93,2.02,1
P02358,AMS,international,2025-01-11T16:08,6,2.86,29,23.08,7.95,1
P02359,LYS,domestic,2025-01-28T21:52,1,7.22,28,5.59,1.78,1
P02360,LYS,domestic,2025-01-08T21:30,9,16.58,23,11.69,6.02,1
P02361,LYS,domestic,2025-01-25T05:58,4,2.67,24,5.55,0.86,1
P02362,NCE,domestic,2025-01-12T14:33,2,22.88,15,17.94,11.33,1
P02363,ORY,domestic,2025-01-13T18:38,9,7.65,25,6.73,2.17,1
P02364,FRA,international,2025-01-26T08:31,6,5.61,34,49.98,9.34,1
P02365,LHR,international,2025-01-16T23:32,6,26.83,37,33.07,3.51,0
P02366,DXB,international,2025-01-14T23:51,3,11.09,35,15.53,2.78,0
P02367,LYS,domestic,2025-01-30T20:56,3,8.42,58,22.73,17.46,1
P02368,FCO,international,2025-01-16T20:51,3,10.72,48,29.45,10.85,1
P02369,DXB,international,2025-01-09T16:06,1,1.52,26,8.83,4.57,1
P02370,AMS,international,2025-01-07T13:29,6,15.13,23,30.01,15.2,1
P02371,LYS,domestic,2025-01-28T03:21,7,58.82,78,114.5,9.81,1
P02372,FCO,international,2025-01-04T00:04,6,24.5,28,30.69,0.96,0
P02373,FCO,international,2025-01-16T07:38,6,12.84,43,33.09,12.6,0
P02374,FCO,international,2025-01-07T23:58,7,133.0,74,451.91,691.96,1
P02375,AMS,international,2025-01-27T22:59,3,7.34,43,25.9,4.22,1
P02376,MAD,international,2025-01-07T19:44,5,14.56,36,21.45,7.82,1
P02377,CDG,domestic,2025-01-21T21:07,9,3.03,19,6.97,7.28,1
P02378,DXB,international,2025-01-30T01:49,1,2.18,31,7.24,1.95,1
P02379,FCO,international,2025-01-09T17:50,7,422.93,112,475.53,152.56,1
P02380,NCE,domestic,2025-01-05T12:09,5,13.44,55,19.87,8.29,1
P02381,MAD,international,2025-01-22T06:58,1,3.33,29,9.92,5.69,1
P02382,AMS,international,2025-01-25T14:14,2,15.66,26,19.78,4.98,1
P02383,LYS,domestic,2025-01-22T19:38,1,2.51,31,8.56,3.98,1
P02384,JFK,international,2025-01-30T17:25,5,7.04,30,20.85,3.2,1
P02385,JFK,international,2025-01-21T00:00,5,15.19,38,15.99,3.39,0
P02386,ORY,domestic,2025-01-17T20:56,6,34.05,50,39.24,8.71,0
P02387,BOD,domestic,2025-01-17T16:19,5,10.56,30,24.24,10.46,1
P02388,LHR,international,2025-01-20T18:09,2,11.33,27,22.39,19.16,1
P02389,NCE,domestic,2025-01-22T00:47,1,1.53,19,5.61,0.5,1
P02390,FCO,international,2025-01-14T00:47,8,21.21,28,22.69,7.43,1
P02391,FCO,international,2025-01-24T15:40,4,8.99,15,23.12,1.67,1
P02392,LYS,domestic,2025-01-22T23:24,5,10.89,42,18.45,7.51,1
P02393,CDG,domestic,2025-01-20T15:08,1,0.55,24,6.52,3.93,1
P02394,JFK,international,2025-01-21T02:43,6,10.4,29,24.83,6.9,0
P02395,JFK,international,2025-01-22T07:53,1,2.96,31,7.91,8.34,1
P02396,AMS,international,2025-01-28T05:11,5,9.23,41,22.82,4.8,1
P02397,FRA,international,2025-01-01T18:00,3,3.3,53,20.83,18.43,1
P02398,BOD,domestic,2025-01-23T07:18,6,22.62,47,32.24,24.91,0
P02399,MAD,international,2025-01-12T00:20,7,22.48,96,394.07,208.93,1
P02400,FCO,international,2025-01-23T23:34,7,263.1,88,529.81,48.55,1
P02401,BOD,domestic,2025-01-22T16:25,3,11.71,34,23.82,1.62,0
P02402,LHR,international,2025-01-30T12:06,5,1.89,35,26.09,8.1,1
P02403,BOD,domestic,2025-01-25T09:37,3,5.49,56,25.02,13.29,1
P02404,FRA,international,2025-01-19T06:34,7,364.3,121,661.45,638.43,1
P02405,FCO,international,2025-01-12T04:14,3,20.22,43,20.2,1.19,1
P02406,JFK,international,2025-01-01T04:50,5,3.62,30,18.84,15.24,1
P02407,CDG,domestic,2025-01-11T20:49,3,16.34,56,20.41,2.6,0
P02408,LHR,international,2025-01-16T13:04,3,4.57,44,27.4,10.23,0
P02409,LHR,international,2025-01-06T02:47,5,12.83,41,23.17,1.66,1
P02410,MAD,international,2025-01-13T00:37,6,16.91,33,19.86,6.52,1
P02411,LHR,international,2025-01-05T12:18,3,4.78,59,19.33,7.92,1
P02412,AMS,international,2025-01-30T00:53,3,27.02,48,24.24,1.83,1
P02413,CDG,domestic,2025-01-28T08:31,1,3.93,29,7.34,2.05,1
P02414,BOD,domestic,2025-01-04T09:04,6,9.64,38,36.88,17.86,1
P02415,AMS,international,2025-01-07T07:54,3,10.0,52,20.5,5.81,1
P02416,LYS,domestic,2025-01-11T15:39,4,4.17,19,5.21,3.16,1
P02417,FRA,international,2025-01-14T20:34,3,18.87,51,25.47,4.31,1
P02418,AMS,international,2025-01-08T16:20,3,20.65,44,17.32,10.63,1
P02419,ORY,domestic,2025-01-14T06:29,6,18.59,48,32.98,47.87,1
P02420,FCO,international,2025-01-13T12:22,1,2.92,29,9.22,2.72,1
P02421,BOD,domestic,2025-01-09T09:11,4,2.07,29,7.19,3.65,1
P02422,AMS,international,2025-01-30T19:40,2,2.14,29,29.4,15.07,1
P02423,BOD,domestic,2025-01-13T08:46,5,3.8,25,22.08,28.35,1
P02424,BOD,domestic,2025-01-27T02:47,1,4.43,26,5.25,0.5,0
P02425,MAD,international,2025-01-09T04:45,5,18.1,54,20.93,2.92,1
P02426,DXB,international,2025-01-22T12:14,3,2.84,41,18.64,17.52,1
P02427,FCO,international,2025-01-21T10:05,6,11.53,27,20.77,5.24,1
P02428,FRA,international,2025-01-14T09:43,5,7.63,39,22.89,27.0,1
P02429,JFK,international,2025-01-20T23:56,3,3.45,44,15.56,41.59,1
P02430,LYS,domestic,2025-01-16T01:08,3,11.84,43,22.34,9.11,0
P02431,JFK,international,2025-01-23T05:47,3,29.04,40,35.13,2.87,1
P02432,BOD,domestic,2025-01-23T13:53,2,1.77,18,8.86,12.84,1
P02433,JFK,international,2025-01-19T05:23,2,3.27,14,15.92,10.43,1
P02434,BOD,domestic,2025-01-06T12:00,4,1.98,20,3.16,2.92,1
P02435,MAD,international,2025-01-19T16:04,3,8.18,33,23.44,4.59,1
P02436,CDG,domestic,2025-01-03T22:20,2,1.05,19,10.29,15.49,1
P02437,FCO,international,2025-01-19T07:10,5,20.24,56,27.31,1.12,1
P02438,JFK,international,2025-01-26T09:05,5,16.38,48,33.7,4.0,1
P02439,BOD,domestic,2025-01-11T17:06,4,7.29,33,5.96,2.04,1
P02440,JFK,international,2025-01-22T01:41,6,17.65,33,32.38,6.11,1
P02441,ORY,domestic,2025-01-04T20:50,5,18.95,31,31.9,15.43,1
P02442,MAD,international,2025-01-14T09:56,6,30.65,38,43.01,16.66,1
P02443,LYS,domestic,2025-01-17T01:04,3,5.8,39,21.56,7.41,1
P02444,AMS,international,2025-01-30T09:05,2,0.67,20,25.0,6.37,1
P02445,DXB,international,2025-01-04T09:10,7,84.06,99,620.18,399.18,1
P02446,NCE,domestic,2025-01-29T06:56,3,14.66,41,17.95,4.76,1
P02447,ORY,domestic,2025-01-12T09:28,2,2.22,25,19.97,13.18,1
P02448,AMS,international,2025-01-22T13:04,6,6.18,26,26.62,23.91,1
P02449,JFK,international,2025-01-03T12:38,1,2.6,16,6.07,0.5,1
P02450,ORY,domestic,2025-01-19T07:36,1,3.92,39,14.4,4.9,1
P02451,ORY,domestic,2025-01-23T21:53,1,4.35,30,6.2,0.73,1
P02452,JFK,international,2025-01-21T23:35,5,13.36,27,24.77,6.89,1
P02453,MAD,international,2025-01-05T14:11,6,5.6,44,33.54,21.57,1
P02454,ORY,domestic,2025-01-28T02:16,3,12.23,39,15.47,3.13,1
P02455,LHR,international,2025-01-04T22:58,1,12.44,27,9.22,7.45,1
P02456,DXB,international,2025-01-21T15:40,2,3.6,14,14.07,32.24,1
P02457,FRA,international,2025-01-06T00:04,4,6.95,23,11.93,9.86,1
P02458,NCE,domestic,2025-01-10T07:24,5,17.41,38,18.35,10.71,1
P02459,DXB,international,2025-01-05T06:36,4,4.9,31,15.94,7.38,1
P02460,FCO,international,2025-01-10T22:44,5,15.4,39,13.31,12.38,1
P02461,NCE,domestic,2025-01-10T22:46,3,13.23,41,22.08,1.32,1
P02462,CDG,domestic,2025-01-08T14:17,2,0.53,12,10.08,6.06,1
P02463,FCO,international,2025-01-15T02:16,1,4.44,23,5.97,6.84,1
P02464,ORY,domestic,2025-01-22T02:23,6,12.73,47,18.2,25.51,1
P02465,MAD,international,2025-01-11T12:46,4,16.13,27,14.62,3.66,1
P02466,LHR,international,2025-01-30T16:04,3,12.36,39,23.53,10.02,1
P02467,DXB,international,2025-01-01T15:58,3,12.95,41,18.1,1.21,1
P02468,MAD,international,2025-01-25T08:23,4,8.3,28,18.67,11.96,1
P02469,ORY,domestic,2025-01-12T03:03,3,18.09,45,22.14,5.58,1
P02470,ORY,domestic,2025-01-26T05:39,9,1.19,16,8.0,4.44,1
P02471,DXB,international,2025-01-08T07:41,6,60.27,44,32.93,17.32,1
P02472,AMS,international,2025-01-16T11:33,8,15.16,29,18.51,10.36,1
P02473,ORY,domestic,2025-01-10T09:57,1,4.76,33,7.55,7.9,1
P02474,MAD,international,2025-01-25T22:52,6,107.04,29,24.39,25.51,1
P02475,JFK,international,2025-01-13T18:13,1,1.2,33,6.85,3.97,1
P02476,NCE,domestic,2025-01-14T02:20,7,80.45,58,73.98,58.58,1
P02477,FRA,international,2025-01-02T00:02,2,23.04,21,10.74,2.48,1
P02478,ORY,domestic,2025-01-07T13:15,5,2.39,27,11.66,8.94,1
P02479,BOD,domestic,2025-01-14T21:06,1,2.07,27,5.83,5.41,1
P02480,AMS,international,2025-01-26T16:36,3,17.39,46,21.31,9.51,1
P02481,MAD,international,2025-01-01T12:14,3,17.85,49,19.0,1.17,1
P02482,NCE,domestic,2025-01-01T09:09,1,3.81,27,6.05,2.6,1
P02483,DXB,international,2025-01-15T16:36,1,4.83,34,3.68,4.13,1
P02484,FCO,international,2025-01-11T06:56,7,139.94,108,474.81,66.68,0
P02485,JFK,international,2025-01-27T04:19,2,2.97,16,21.48,8.95,1
P02486,JFK,international,2025-01-23T13:58,4,4.76,22,10.84,9.93,1
P02487,LHR,international,2025-01-26T01:59,6,3.53,34,31.55,25.0,1
P02488,AMS,international,2025-01-05T18:34,5,8.45,61,36.48,28.16,1
P02489,ORY,domestic,2025-01-13T20:42,1,2.51,32,9.33,3.52,1
P02490,LHR,international,2025-01-12T22:58,6,13.51,31,28.25,6.58,0
P02491,NCE,domestic,2025-01-08T05:51,4,1.14,16,2.64,1.82,0
P02492,BOD,domestic,2025-01-12T08:32,6,10.79,43,36.58,20.0,0
P02493,JFK,international,2025-01-23T09:41,6,38.08,38,40.67,4.82,0
P02494,NCE,domestic,2025-01-10T23:34,3,2.44,30,16.97,7.43,1
P02495,DXB,international,2025-01-28T22:36,5,8.63,29,18.01,4.19,1
P02496,MAD,international,2025-01-01T02:49,4,6.33,19,9.69,2.99,1
P02497,DXB,international,2025-01-04T22:23,5,4.44,45,20.69,11.52,1
P02498,FCO,international,2025-01-25T09:53,7,328.22,109,755.31,165.01,1
P02499,BOD,domestic,2025-01-12T22:18,5,12.23,34,26.71,7.31,1
P02500,ORY,domestic,2025-01-26T15:23,4,0.78,21,3.91,3.43,1
P02501,FCO,international,2025-01-23T08:09,6,13.83,39,35.87,8.19,1
P02502,BOD,domestic,2025-01-27T04:26,8,2.2,21,16.03,13.39,1
P02503,BOD,domestic,2025-01-09T16:28,3,4.03,39,19.21,12.01,1
P02504,FCO,international,2025-01-05T03:28,9,1.06,22,7.03,4.89,1
P02505,LYS,domestic,2025-01-30T23:12,5,21.41,36,18.98,2.59,1
P02506,DXB,international,2025-01-07T00:20,5,5.36,27,14.81,8.57,1
P02507,BOD,domestic,2025-01-16T12:32,8,2.1,32,15.51,16.09,1
P02508,BOD,domestic,2025-01-22T04:40,1,0.98,28,12.14,2.34,0
P02509,CDG,domestic,2025-01-13T01:43,6,17.68,34,23.73,7.99,1
P02510,DXB,international,2025-01-25T22:04,2,13.01,7,16.94,2.39,0
P02511,ORY,domestic,2025-01-06T12:32,2,3.15,17,11.45,4.3,1
P02512,FCO,international,2025-01-17T07:36,3,4.63,54,18.98,8.81,1
P02513,JFK,international,2025-01-23T10:01,1,10.09,27,5.09,4.67,1
P02514,FRA,international,2025-01-07T14:04,2,4.86,13,14.02,6.8,1
P02515,MAD,international,2025-01-22T19:13,5,4.37,63,32.05,19.94,1
P02516,ORY,domestic,2025-01-19T00:59,5,6.88,33,17.99,9.24,1
P02517,BOD,domestic,2025-01-01T07:08,3,12.3,55,11.99,4.48,1
P02518,JFK,international,2025-01-20T04:44,8,5.8,23,23.71,13.63,1
P02519,BOD,domestic,2025-01-08T06:13,9,2.86,27,10.49,7.5,0
P02520,LYS,domestic,2025-01-24T19:16,8,17.66,40,21.65,4.88,1
P02521,ORY,domestic,2025-01-03T05:38,9,1.27,11,10.28,11.98,1
P02522,FRA,international,2025-01-06T05:10,5,18.69,29,20.77,9.48,1
P02523,FCO,international,2025-01-23T16:02,5,0.82,32,16.05,12.28,1
P02524,LHR,international,2025-01-16T22:39,8,4.54,26,26.43,35.65,1
P02525,MAD,international,2025-01-19T15:19,7,97.97,75,431.24,242.64,1
P02526,NCE,domestic,2025-01-01T15:27,3,1.14,42,20.86,13.59,1
P02527,FCO,international,2025-01-24T22:45,6,18.28,34,34.3,5.42,0
P02528,ORY,domestic,2025-01-27T07:46,2,7.63,21,14.75,13.58,1
P02529,FCO,international,2025-01-19T03:24,1,22.91,23,8.12,4.42,1
P02530,LHR,international,2025-01-11T08:50,5,4.25,46,34.75,15.76,1
P02531,FRA,international,2025-01-10T07:59,2,10.47,22,22.31,6.89,1
P02532,ORY,domestic,2025-01-21T08:23,3,15.73,45,18.83,2.52,1
P02533,LYS,domestic,2025-01-13T02:56,5,5.94,39,16.13,14.93,1
P02534,MAD,international,2025-01-28T13:40,9,3.37,12,9.99,1.82,0
P02535,CDG,domestic,2025-01-06T14:19,7,25.94,71,52.71,21.56,1
P02536,LYS,domestic,2025-01-15T16:52,2,7.91,18,14.55,0.5,0
P02537,NCE,domestic,2025-01-20T20:11,2,6.57,25,22.28,15.38,1
P02538,LYS,domestic,2025-01-28T05:04,1,0.97,24,6.32,2.17,1
P02539,LHR,international,2025-01-09T15:00,3,6.5,38,18.27,5.5,0
P02540,ORY,domestic,2025-01-11T01:21,6,29.1,33,35.15,9.89,1
P02541,BOD,domestic,2025-01-01T17:54,6,7.96,33,30.19,63.73,1
P02542,CDG,domestic,2025-01-20T07:28,5,16.5,45,31.37,6.84,1
P02543,LHR,international,2025-01-14T23:44,5,10.67,51,15.26,9.89,1
P02544,NCE,domestic,2025-01-03T19:09,1,1.99,24,7.12,0.5,0
P02545,LHR,international,2025-01-30T07:48,7,326.88,76,410.23,19.06,1
P02546,FCO,international,2025-01-23T02:05,4,4.9,19,13.17,3.98,1
P02547,JFK,international,2025-01-24T16:52,3,31.43,41,17.18,5.37,1
P02548,JFK,international,2025-01-06T07:56,3,2.31,58,17.88,20.35,1
P02549,MAD,international,2025-01-12T13:34,4,4.36,25,13.66,5.96,1
P02550,LYS,domestic,2025-01-18T04:54,5,9.17,32,15.72,5.55,1
P02551,ORY,domestic,2025-01-25T09:22,3,9.11,56,22.44,6.71,1
P02552,JFK,international,2025-01-15T07:08,7,412.31,108,408.75,660.31,1
P02553,CDG,domestic,2025-01-24T20:48,8,1.68,35,23.17,16.84,1
P02554,FRA,international,2025-01-06T08:02,2,13.54,33,21.91,6.87,1
P02555,ORY,domestic,2025-01-09T01:09,2,2.91,18,10.64,12.99,1
P02556,MAD,international,2025-01-22T19:04,5,18.52,58,26.49,3.74,0
P02557,JFK,international,2025-01-09T17:51,2,5.4,19,19.95,6.36,1
P02558,JFK,international,2025-01-18T05:00,7,368.54,96,375.69,14.19,0
P02559,LHR,international,2025-01-21T05:09,1,4.16,18,4.44,1.99,1
P02560,AMS,international,2025-01-21T20:24,3,2.25,44,20.29,11.45,1
P02561,AMS,international,2025-01-16T09:55,5,13.46,40,25.16,8.82,1
P02562,AMS,international,2025-01-07T10:28,3,4.07,38,15.58,4.55,1
P02563,MAD,international,2025-01-26T18:16,1,4.59,30,12.07,7.3,1
P02564,ORY,domestic,2025-01-18T01:54,4,0.69,34,4.1,2.09,1
P02565,JFK,international,2025-01-09T05:19,6,21.38,21,34.86,6.09,1
P02566,FRA,international,2025-01-11T02:34,5,3.14,35,28.3,3.45,0
P02567,ORY,domestic,2025-01-28T21:50,4,1.88,25,5.52,2.18,1
P02568,FRA,international,2025-01-28T15:16,3,1.06,45,22.89,9.25,1
P02569,CDG,domestic,2025-01-14T11:32,4,1.85,15,3.65,0.5,1
P02570,MAD,international,2025-01-06T15:16,1,1.5,15,6.13,3.96,1
P02571,JFK,international,2025-01-21T13:40,5,13.13,36,16.24,16.33,1
P02572,JFK,international,2025-01-09T10:58,2,1.26,22,18.07,5.08,0
P02573,FCO,international,2025-01-26T17:56,4,1.81,28,14.64,5.68,1
P02574,CDG,domestic,2025-01-30T04:41,7,47.01,87,79.09,65.6,1
P02575,BOD,domestic,2025-01-13T09:43,7,26.08,109,146.24,29.53,0
P02576,CDG,domestic,2025-01-28T07:45,4,2.6,33,4.24,0.63,1
P02577,JFK,international,2025-01-02T06:43,3,11.2,38,34.39,17.17,1
P02578,JFK,international,2025-01-20T06:02,3,12.8,51,26.84,6.82,1
P02579,CDG,domestic,2025-01-29T19:09,6,5.4,32,32.59,14.79,0
P02580,BOD,domestic,2025-01-07T18:44,6,8.49,35,46.62,13.42,1
P02581,FRA,international,2025-01-13T16:44,1,5.0,26,6.22,2.4,1
P02582,ORY,domestic,2025-01-15T14:17,5,1.7,30,18.66,15.27,1
P02583,LYS,domestic,2025-01-04T19:18,5,4.38,54,23.15,12.9,1
P02584,LHR,international,2025-01-24T16:05,2,15.99,14,16.51,4.54,1
P02585,FCO,international,2025-01-05T07:24,8,13.84,34,38.12,34.76,1
P02586,LHR,international,2025-01-24T21:12,4,10.34,31,15.0,5.1,1
P02587,FRA,international,2025-01-04T10:54,1,10.25,32,5.52,2.2,1
P02588,ORY,domestic,2025-01-20T06:00,7,92.9,111,113.73,5.89,1
P02589,DXB,international,2025-01-01T19:29,3,3.8,56,42.38,15.96,1
P02590,ORY,domestic,2025-01-18T07:17,3,4.44,53,28.22,6.86,1
P02591,MAD,international,2025-01-04T14:34,7,117.57,89,514.23,164.4,1
P02592,FCO,international,2025-01-14T05:29,3,11.22,52,21.18,6.26,1
P02593,FCO,international,2025-01-24T03:41,1,0.65,25,8.63,5.15,1
